,name,P@5,P@10,nDCG@10,nDCG,RR(rel=2),map
0,TF_IDF,0.688,0.68,0.6101117165056855,0.41184928706914126,0.688159154854807,0.21132066070833364
1,BM25,0.6920000000000001,0.6739999999999998,0.6006746992232661,0.4092337560784369,0.6607621727478868,0.20640074109198037
2,InL2,0.66,0.634,0.5711360116264875,0.4117457143210669,0.6610160930930544,0.21029430498077717
3,bm25 >> bo1 >> bm25,0.6999999999999998,0.662,0.594535165514792,0.42564441006117115,0.6609415943172848,0.21559124206000424
