,name,P@5,P@10,nDCG@10,nDCG,RR(rel=2),map
0,TF_IDF,0.45999999999999985,0.4720000000000001,0.4001345137564822,0.34537584583102815,0.44688495236882775,0.13906982472756937
1,BM25,0.4360000000000001,0.442,0.3778453235079602,0.33809393515636293,0.43123072023683223,0.13292626410868297
2,InL2,0.46,0.45400000000000007,0.38796241341245374,0.3394322997159719,0.4484682847386223,0.1338526519448102
3,bm25 >> bo1 >> bm25,0.4520000000000001,0.44,0.3861752430328036,0.35478559075953553,0.43892989679105554,0.14922833925057388
